capability_id,domain,package,package_version,slug,title,kind,incorporation_assumption,path,sha256
SK-057,03-data-contracts-forms,react-day-picker,9.8.0,calendar-rendering,Calendar Rendering,atomic-package-capability,none,skills/03-data-contracts-forms/react-day-picker/calendar-rendering/SKILL.md,62985f53d02530dfca05db4523c34e5428c5bbc3d60d454e84b4860da0f1fa92
SK-058,03-data-contracts-forms,react-day-picker,9.8.0,single-date-selection,Single-date Selection,atomic-package-capability,none,skills/03-data-contracts-forms/react-day-picker/single-date-selection/SKILL.md,0a635698b55350101f4a7c81e308781e86fce2c428891463e6f91a70da98999d
SK-059,03-data-contracts-forms,react-day-picker,9.8.0,multiple-date-selection,Multiple-date Selection,atomic-package-capability,none,skills/03-data-contracts-forms/react-day-picker/multiple-date-selection/SKILL.md,a721d24d370eadbe8630a19157005673a632f0e2c0480bbd634e4005b2ab4017
SK-060,03-data-contracts-forms,react-day-picker,9.8.0,date-range-selection,Date-range Selection,atomic-package-capability,none,skills/03-data-contracts-forms/react-day-picker/date-range-selection/SKILL.md,b77b150a0f09db865ec918cbb5ff7235f653f867eb4d38143bbc1c2ea024099e
SK-061,03-data-contracts-forms,react-day-picker,9.8.0,date-constraints-accessibility,Date Constraints and Accessibility,atomic-package-capability,none,skills/03-data-contracts-forms/react-day-picker/date-constraints-accessibility/SKILL.md,e1e262bd48d4cdddcd98d585f8c97a09b483410a81b52add0e81c822849e7408
SK-062,04-radix-ui,@radix-ui/react-accordion,1.2.2,accordion-accessibility,Accessible Accordion,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-accordion/accordion-accessibility/SKILL.md,f19720e06d605509057b955af964300c0b4b1d1861b3c50404ea90564cfce9ae
SK-063,04-radix-ui,@radix-ui/react-alert-dialog,1.1.4,critical-confirmation,Critical Confirmation Dialog,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-alert-dialog/critical-confirmation/SKILL.md,8493bb49aea0bfc35c703b85c010767575a8a697a6f23e22f0df3f0a95299f65
SK-064,04-radix-ui,@radix-ui/react-alert-dialog,1.1.4,alert-focus-blocking,Alert Focus and Interaction Blocking,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-alert-dialog/alert-focus-blocking/SKILL.md,1c7378543d5ca76ed41cc637b04040c81ddf98d40308c8d713a5ac79b83916d2
SK-065,04-radix-ui,@radix-ui/react-aspect-ratio,1.1.1,responsive-aspect-ratio,Responsive Aspect Ratio,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-aspect-ratio/responsive-aspect-ratio/SKILL.md,86fe07e17273446a0800c95a8b750fd9777820b3df16a949b48b0bf26ae0ac5c
SK-066,04-radix-ui,@radix-ui/react-avatar,1.1.2,avatar-fallback,Avatar and Fallback,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-avatar/avatar-fallback/SKILL.md,b6be44fbaf0908efb59c681ea47bbaa86b3966d1e2b461fc90e1629cf73f05a1
SK-067,04-radix-ui,@radix-ui/react-checkbox,1.1.3,checkbox-states,Checkbox States,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-checkbox/checkbox-states/SKILL.md,190c76c3753829929e114c0dcff0536cc76c8f59edaf5beb6f5280e249f647b6
SK-068,04-radix-ui,@radix-ui/react-collapsible,1.1.2,collapsible-region,Collapsible Region,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-collapsible/collapsible-region/SKILL.md,d9761b1859b38cf0331eac0dd873bb428763202729cb419d1fa561d47abdc5cf
SK-069,04-radix-ui,@radix-ui/react-context-menu,2.2.4,context-menu-actions,Context Menu Actions,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-context-menu/context-menu-actions/SKILL.md,f098f22d2ad82098285b054a5a220152c4398e4efffdbca8fb1e3969d1ca6289
SK-070,04-radix-ui,@radix-ui/react-context-menu,2.2.4,context-menu-keyboard-submenus,Context Menu Keyboard and Submenus,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-context-menu/context-menu-keyboard-submenus/SKILL.md,0e58057a0f381ef03872172af13a9923365b8785c215218ba6de45ee8dfd9755
SK-071,04-radix-ui,@radix-ui/react-dialog,1.1.4,modal-dialog,Modal Dialog,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-dialog/modal-dialog/SKILL.md,68e7fe0bc480d36b12a2c4017a785fe9bf3dbeb17e21a28a903413705d806873
SK-072,04-radix-ui,@radix-ui/react-dialog,1.1.4,dialog-focus-portal-dismiss,"Dialog Focus, Portal and Dismissal",atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-dialog/dialog-focus-portal-dismiss/SKILL.md,a7e8b98cb50c12dca9b6083b6577b18dc7cc3b7f94c62a468699a567348c7d7d
SK-073,04-radix-ui,@radix-ui/react-dropdown-menu,2.1.4,dropdown-actions,Dropdown Menu Actions,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-dropdown-menu/dropdown-actions/SKILL.md,426b617a031698aed7c8c58778baf203563b2f045c282548c8f9d4f34fbc77e8
SK-074,04-radix-ui,@radix-ui/react-dropdown-menu,2.1.4,dropdown-items-submenus,Dropdown Items and Submenus,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-dropdown-menu/dropdown-items-submenus/SKILL.md,2307fae36bf3efab3dd1fd0ccad988d3341041b7ee26130852c3992766aa8fe9
SK-075,04-radix-ui,@radix-ui/react-hover-card,1.1.4,hover-preview,Hover and Focus Preview,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-hover-card/hover-preview/SKILL.md,e036e57d0eae6467355ce69c7c34e14bc571de53694b1d4b56cc8fab9fa74a7b
SK-076,04-radix-ui,@radix-ui/react-label,2.1.1,control-labeling,Control Labeling,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-label/control-labeling/SKILL.md,95025b0ae9c413579001b8e155229769be11e265561d7b86e56e7440a50ad22b
SK-077,04-radix-ui,@radix-ui/react-menubar,1.1.4,menubar-commands,Menubar Commands,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-menubar/menubar-commands/SKILL.md,dc78ef3b173d887b19b62f6451ba2fce012ff48cab0ca5078e2459b1d928eb2d
SK-078,04-radix-ui,@radix-ui/react-menubar,1.1.4,menubar-hierarchy-keyboard,Menubar Hierarchy and Keyboard,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-menubar/menubar-hierarchy-keyboard/SKILL.md,56e9454920b6b4a80806c8d340d52c40c90b62849bb5fb25eb8d3146c67e1d01
SK-079,04-radix-ui,@radix-ui/react-navigation-menu,1.2.3,primary-navigation,Primary Navigation Menu,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-navigation-menu/primary-navigation/SKILL.md,0926e55279827e2422fb4ddab7ede805c5555bae651a60f8f0b397fd3650d895
SK-080,04-radix-ui,@radix-ui/react-navigation-menu,1.2.3,navigation-expanded-content,Expanded Navigation Content,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-navigation-menu/navigation-expanded-content/SKILL.md,fb54934d1fbe6d2fa3fd6a540d7468f3a1cd45f1847f70408a877d3fdaa0c570
SK-081,04-radix-ui,@radix-ui/react-popover,1.1.4,popover-positioning,Popover Positioning,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-popover/popover-positioning/SKILL.md,7e5ed6be5f5a7f9ca3a4cff697bfcffe89313876afb467416412d0757176c6ce
SK-082,04-radix-ui,@radix-ui/react-popover,1.1.4,popover-focus-interaction,Popover Focus and Interaction,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-popover/popover-focus-interaction/SKILL.md,a68cc0b789232c4bb9d0029562d925e85756cc3ccb9cb783f340604f89c586c8
SK-083,04-radix-ui,@radix-ui/react-progress,1.1.1,progress-indication,Progress Indication,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-progress/progress-indication/SKILL.md,467d3422952cc6fe142122544899f1fffc0fc675a7f89cd90ba26df68a457289
SK-084,04-radix-ui,@radix-ui/react-radio-group,1.2.2,exclusive-selection,Exclusive Selection,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-radio-group/exclusive-selection/SKILL.md,16ea2365486dd1bcc72c52aa027898de8b1460d21fa37f4f5fcfd32f75e0725c
SK-085,04-radix-ui,@radix-ui/react-scroll-area,1.2.2,custom-scroll-area,Custom Scroll Area,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-scroll-area/custom-scroll-area/SKILL.md,327521c27bb768511154c619bf277c2f9458a64148e509a9c5264dc4c45f300f
SK-086,04-radix-ui,@radix-ui/react-select,2.1.4,select-control,Select Control,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-select/select-control/SKILL.md,8a4491c981fbb86ec890cddba4788b2202c8412d83dbbbc9d66a347cfccfccc1
SK-087,04-radix-ui,@radix-ui/react-select,2.1.4,select-options-navigation,Select Options Navigation,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-select/select-options-navigation/SKILL.md,83ee6072a6dd8a5cb29380385d12505863e6c6b1fb18a90926350bc93a022bdd
SK-088,04-radix-ui,@radix-ui/react-separator,1.1.1,semantic-separator,Semantic Separator,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-separator/semantic-separator/SKILL.md,c8006d12cbbacca1c05e7d25b451b3105fd4d3bfa8521a2502123b51131ba825
SK-089,04-radix-ui,@radix-ui/react-slider,1.2.2,single-value-slider,Single-value Slider,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-slider/single-value-slider/SKILL.md,94d49dfd38ede2ccc07a4bd2d5af7d9c9df059471c846a368a9621eb15be601d
SK-090,04-radix-ui,@radix-ui/react-slider,1.2.2,range-slider-keyboard,Range Slider and Keyboard,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-slider/range-slider-keyboard/SKILL.md,584e8e7a1bbc28a85fb609e985283618ce2bd3d4090793f5af54dae812edd603
SK-091,04-radix-ui,@radix-ui/react-slot,1.1.1,polymorphic-slot,Polymorphic Slot Composition,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-slot/polymorphic-slot/SKILL.md,7f2fce7cd6c08e9e0876f8d480c255a22e894e067d7159f9a1ad96b91e6fd73e
SK-092,04-radix-ui,@radix-ui/react-switch,1.1.2,binary-switch,Binary Switch,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-switch/binary-switch/SKILL.md,294ca9110b0da20ba3e4c4a7c69f91ec32e2e361dd41bec4f3344908d62f7d54
SK-093,04-radix-ui,@radix-ui/react-tabs,1.1.2,tabbed-panels,Tabbed Panels,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-tabs/tabbed-panels/SKILL.md,f303ce8ec2f1427e6b6d26ee768f24a624d44939ad6c0d5f8266025b835bb8d2
SK-094,04-radix-ui,@radix-ui/react-toast,1.2.4,toast-notifications,Toast Notifications,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-toast/toast-notifications/SKILL.md,59ec468092a73278eae1c88e32bd3570613c69cd14860f1e83952a3e412683db
SK-095,04-radix-ui,@radix-ui/react-toast,1.2.4,toast-queue-lifecycle,Toast Queue and Lifecycle,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-toast/toast-queue-lifecycle/SKILL.md,22471905b4d2fa5d65643721a84e9e49386c8d6fc3dc221cf50d054efe68259c
SK-096,04-radix-ui,@radix-ui/react-toggle,1.1.1,pressed-toggle,Pressed Toggle,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-toggle/pressed-toggle/SKILL.md,8ac76dddc04d50be37b031199e7f5f24b697b98a6b30c95096fca761ac58ac76
SK-097,04-radix-ui,@radix-ui/react-toggle-group,1.1.1,toggle-group-selection,Toggle Group Selection,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-toggle-group/toggle-group-selection/SKILL.md,e384ae6e756ea604a95c2bf3f4817dcfe17978331f0487eccdae71ede30f26bd
SK-098,04-radix-ui,@radix-ui/react-tooltip,1.1.6,contextual-tooltip,Contextual Tooltip,atomic-package-capability,none,skills/04-radix-ui/radix-ui-react-tooltip/contextual-tooltip/SKILL.md,8b819a807c72797b4f3f270abf7ec9e4cb951f46189628339f2bc307cd2b347b
SK-099,05-styles-themes-css,tailwindcss,^4.1.9,design-tokens,Design Tokens,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/design-tokens/SKILL.md,21bb592afef070b9c63da28d7eda79e5dd16d8b7182bf17c5bca80974b841f35
SK-100,05-styles-themes-css,tailwindcss,^4.1.9,utility-styling,Utility-first Styling,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/utility-styling/SKILL.md,e9024ce55ec100aa2c8665309104bcbee9e268e6d9c4d346f900c1982a3301b5
SK-101,05-styles-themes-css,tailwindcss,^4.1.9,responsive-layout,Responsive Layout,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/responsive-layout/SKILL.md,3ec9f92b9769d8cfa957e69a6627ebfbbde72c1ba7da6938f3f8072f4ea30446
SK-102,05-styles-themes-css,tailwindcss,^4.1.9,interaction-states,Interaction States,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/interaction-states/SKILL.md,332b775973dce8886eae001c3e5b053dc757e30247f48a275dee44449ff6102a
SK-103,05-styles-themes-css,tailwindcss,^4.1.9,theme-architecture,Theme Architecture,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/theme-architecture/SKILL.md,c07e0363150187c7bea2a5bf21db559ceb43db286b3ec0c3e49e54ee1892283e
