id,slug,domain,pack,discover,assess,frame,research,validate,define,decompose,specify,model,design,compare,prototype,implement,automate,execute,verify,operate,detect,respond,learn,optimize,govern,forecast,report,transition,retire,close,exit
PLC-092,error-content,06-ui-design-system-content-accessibility,content-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-093,content-governance,06-ui-design-system-content-accessibility,content-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-094,semantic-accessibility,06-ui-design-system-content-accessibility,accessibility-inclusive-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-095,keyboard-and-focus-accessibility,06-ui-design-system-content-accessibility,accessibility-inclusive-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-096,visual-accessibility,06-ui-design-system-content-accessibility,accessibility-inclusive-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-097,assistive-technology-experience,06-ui-design-system-content-accessibility,accessibility-inclusive-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-098,inclusive-design-conformance,06-ui-design-system-content-accessibility,accessibility-inclusive-design,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PLC-099,application-shell-architecture,07-frontend-client-applications,client-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-100,component-boundaries,07-frontend-client-applications,client-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-101,client-routing-and-navigation,07-frontend-client-applications,client-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-102,client-dependency-management,07-frontend-client-applications,client-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-103,local-state-design,07-frontend-client-applications,state-data-flow,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-104,shared-state-design,07-frontend-client-applications,state-data-flow,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-105,server-state-synchronization,07-frontend-client-applications,state-data-flow,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-106,optimistic-interaction,07-frontend-client-applications,state-data-flow,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-107,rendering-performance,07-frontend-client-applications,rendering-interaction,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-108,asset-loading,07-frontend-client-applications,rendering-interaction,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-109,progressive-enhancement,07-frontend-client-applications,rendering-interaction,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-110,offline-resilience,07-frontend-client-applications,rendering-interaction,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-111,client-error-recovery,07-frontend-client-applications,client-quality,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-112,cross-browser-compatibility,07-frontend-client-applications,client-quality,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-113,client-security-boundaries,07-frontend-client-applications,client-quality,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-114,frontend-observability,07-frontend-client-applications,client-quality,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-115,service-boundaries,08-backend-apis-services,service-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-116,modular-backend-design,08-backend-apis-services,service-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-117,domain-service-design,08-backend-apis-services,service-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-118,asynchronous-processing,08-backend-apis-services,service-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-119,api-contract-design,08-backend-apis-services,api-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-120,resource-modeling,08-backend-apis-services,api-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-121,api-versioning,08-backend-apis-services,api-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-122,pagination-filtering-and-sorting,08-backend-apis-services,api-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-123,api-idempotency,08-backend-apis-services,api-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-124,validation-orchestration,08-backend-apis-services,domain-processing,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-125,transaction-boundaries,08-backend-apis-services,domain-processing,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-126,workflow-state-machines,08-backend-apis-services,domain-processing,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-127,background-jobs,08-backend-apis-services,domain-processing,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-128,backend-error-model,08-backend-apis-services,backend-operations,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-129,service-configuration,08-backend-apis-services,backend-operations,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-130,backend-observability,08-backend-apis-services,backend-operations,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-131,backend-scalability,08-backend-apis-services,backend-operations,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-132,conceptual-data-model,09-data-databases-analytics-intelligence,data-modeling,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-133,logical-data-model,09-data-databases-analytics-intelligence,data-modeling,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-134,physical-data-model,09-data-databases-analytics-intelligence,data-modeling,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-135,master-and-reference-data,09-data-databases-analytics-intelligence,data-modeling,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-136,ingestion-pipeline,09-data-databases-analytics-intelligence,data-platform,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-137,transformation-modeling,09-data-databases-analytics-intelligence,data-platform,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-138,storage-architecture,09-data-databases-analytics-intelligence,data-platform,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-139,data-serving,09-data-databases-analytics-intelligence,data-platform,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-140,metric-definition,09-data-databases-analytics-intelligence,analytics,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-141,semantic-layer,09-data-databases-analytics-intelligence,analytics,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-142,analytical-modeling,09-data-databases-analytics-intelligence,analytics,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-143,dashboard-information-design,09-data-databases-analytics-intelligence,analytics,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-144,data-quality-rules,09-data-databases-analytics-intelligence,data-quality-governance,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-145,lineage-and-metadata,09-data-databases-analytics-intelligence,data-quality-governance,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-146,retention-and-archival,09-data-databases-analytics-intelligence,data-quality-governance,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-147,data-access-governance,09-data-databases-analytics-intelligence,data-quality-governance,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-148,machine-learning-opportunity-assessment,09-data-databases-analytics-intelligence,intelligence-ml,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-149,feature-data-design,09-data-databases-analytics-intelligence,intelligence-ml,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-150,model-lifecycle,09-data-databases-analytics-intelligence,intelligence-ml,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-151,responsible-ai-controls,09-data-databases-analytics-intelligence,intelligence-ml,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PLC-152,threat-modeling,10-security-privacy-compliance,security-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-153,trust-boundary-design,10-security-privacy-compliance,security-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-154,security-control-architecture,10-security-privacy-compliance,security-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
